"abundance","exp_mass","formula","class","group","C","H","O","N","S","P","E","S34","N15","D","Cl","Fl","Cl37","Br","Br81","I","M","NH4","POE","NOE","Z","neutral_mass","theor_mass","err_ppm","AE_ppm","NM","KM","KMD","DBE","O_C","H_C","DBEO","max_LA","actual_LA","rule_13","max_H","H_test","C13_mass","C13_abund","C13_mass2","C13_abund2","S34_mass","S34_abund","tag"
1.2,312.103116788668,"C13H19N3O4S","N3O4S","CHNOS",13,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313.110393240828,312.10235039534,2.44767770257057,2.45,312,311.754619660262,0.245380339737949,6,0.307692307692308,1.46153846153846,2,24.0853559113462,21,0.9,28,0.7,0,0,0,0,0,0,"Unambiguous"
1.4,314.024872249014,"C14H9N3O4S","N3O4S","CHNOS",14,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,315.032148701174,314.02410007634,2.45109166491692,2.45,314,313.674229271293,0.325770728707255,12,0.285714285714286,0.642857142857143,8,24.2331828098846,22,0.9,30,0.3,0,0,0,0,0,0,"Unambiguous"
3.3,316.040497976076,"C14H11N3O4S","N3O4S","CHNOS",14,11,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,317.047774428236,316.03975014014,2.35874841796444,2.36,316,315.687604332662,0.312395667338421,11,0.285714285714286,0.785714285714286,7,24.3882328147923,22,0.9,30,0.4,0,0,0,0,0,0,"Unambiguous"
8.5,318.056033702883,"C14H13N3O4S","N3O4S","CHNOS",14,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319.063310155043,318.05540020394,1.98549605359357,1.99,318,317.70088949427,0.299110505730084,10,0.285714285714286,0.928571428571429,6,24.5432828197,22,0.9,30,0.4,0,0,0,0,0,0,"Unambiguous"
7.8,318.092423806279,"C15H17N3O3S","N3O3S","CHNOS",15,17,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319.099700258439,318.09178570924,1.99967921927714,2,318,317.737238964152,0.262761035848314,9,0.2,1.13333333333333,6,24.5460817047231,22,0.9,32,0.5,0,0,0,0,0,0,"Unambiguous"
2.5,320.035589327458,"C13H11N3O5S","N3O5S","CHNOS",13,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321.042865779618,320.03466476244,2.87988028084681,2.88,320,319.67823472935,0.321765270649792,10,0.384615384615385,0.846153846153846,5,24.6955339395846,22,0.9,28,0.4,0,0,0,0,0,0,"Unambiguous"
9.2,320.071799430343,"C14H15N3O4S","N3O4S","CHNOS",14,15,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321.079075882503,320.07105026774,2.33326510396436,2.33,320,319.714404399711,0.285595600289184,9,0.285714285714286,1.07142857142857,5,24.6983328246077,22,0.9,30,0.5,0,0,0,0,0,0,"Unambiguous"
16.7,320.108169533683,"C15H19N3O3S","N3O3S","CHNOS",15,19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321.115445985843,320.10743577304,2.28503689913148,2.29,320,319.750733891868,0.249266108131906,8,0.2,1.26666666666667,5,24.7011317096308,22,0.9,32,0.6,0,0,0,0,0,0,"Unambiguous"
6.2,322.087605157917,"C14H17N3O4S","N3O4S","CHNOS",14,17,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,323.094881610077,322.08670033154,2.80049740443909,2.8,322,321.727959260601,0.272040739399017,8,0.285714285714286,1.21428571428571,4,24.8533828295154,22,0.9,30,0.6,0,0,0,0,0,0,"Unambiguous"
12.4,322.123855260916,"C15H21N3O3S","N3O3S","CHNOS",15,21,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,323.131131713076,322.12308583684,2.38115118113663,2.38,322,321.764168886411,0.235831113589256,7,0.2,1.4,4,24.8561817145385,22,0.9,32,0.7,0,0,0,0,0,0,"Unambiguous"
7.2,324.102960884213,"C14H19N3O4S","N3O4S","CHNOS",14,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325.110237336373,324.10235039534,1.87779036923501,1.88,324,323.741064622688,0.258935377312071,7,0.285714285714286,1.35714285714286,3,25.0084328344231,22,0.9,30,0.6,0,0,0,0,0,0,"Unambiguous"
5.7,324.139210987211,"C15H23N3O3S","N3O3S","CHNOS",15,23,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325.146487439371,324.13873590064,1.46114625137819,1.46,324,323.777274248498,0.222725751502253,6,0.2,1.53333333333333,3,25.0112317194462,22,0.9,32,0.7,0,0,0,0,0,0,"Unambiguous"
1,326.118696611588,"C14H21N3O4S","N3O4S","CHNOS",14,21,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,327.125973063748,326.11800045914,2.12808674659722,2.13,326,325.754549561542,0.245450438457851,6,0.285714285714286,1.5,2,25.1634828393308,22,0.9,30,0.7,0,0,0,0,0,0,"Unambiguous"
1.5,330.056257799507,"C15H13N3O4S","N3O4S","CHNOS",15,13,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,331.063534251667,330.05540020394,2.5904259417152,2.59,330,329.687714033463,0.312285966537104,11,0.266666666666667,0.866666666666667,7,25.4663597427769,23,0.9,32,0.4,0,0,0,0,0,0,"Unambiguous"
2.3,332.035023421838,"C14H11N3O5S","N3O5S","CHNOS",14,11,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333.042299873998,332.03466476244,1.07691845272768,1.08,332,331.664270148422,0.335729851577696,11,0.357142857142857,0.785714285714286,6,25.6186108626615,23,0.9,30,0.4,0,0,0,0,0,0,"Unambiguous"
2.5,332.071703526059,"C15H15N3O4S","N3O4S","CHNOS",15,15,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333.078979978219,332.07105026774,1.96127152379867,1.96,332,331.700909295311,0.299090704689434,10,0.266666666666667,1,6,25.6214097476846,23,0.9,32,0.5,0,0,0,0,0,0,"Unambiguous"
4.3,332.108273629966,"C16H19N3O3S","N3O3S","CHNOS",16,19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333.115550082126,332.10743577304,2.51521409356656,2.52,332,331.737438564714,0.262561435286386,9,0.1875,1.1875,6,25.6242086327077,23,0.9,34,0.6,0,0,0,0,0,0,"Unambiguous"
0.9,334.050509148503,"C14H13N3O5S","N3O5S","CHNOS",14,13,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335.057785600663,334.05031482624,0.579966415582798,0.58,334,333.677505365719,0.322494634280929,10,0.357142857142857,0.928571428571429,5,25.7736608675692,23,0.9,30,0.4,0,0,0,0,0,0,"Unambiguous"
8.2,334.087329253121,"C15H17N3O4S","N3O4S","CHNOS",15,17,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335.094605705281,334.08670033154,1.87684782264076,1.88,334,333.71428435668,0.285715643320486,9,0.266666666666667,1.13333333333333,5,25.7764597525923,23,0.9,32,0.5,0,0,0,0,0,0,"Unambiguous"
3.4,334.124059357483,"C16H21N3O3S","N3O3S","CHNOS",16,21,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,335.131335809643,334.12308583684,2.90489291660745,2.9,334,333.750973447879,0.249026552120768,8,0.1875,1.3125,5,25.7792586376154,23,0.9,34,0.6,0,0,0,0,0,0,"Unambiguous"
2,336.066834877554,"C14H15N3O5S","N3O5S","CHNOS",14,15,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,337.074111329714,336.06596489004,2.58099772443089,2.58,336,335.691579647448,0.308420352551593,9,0.357142857142857,1.07142857142857,4,25.9287108724769,23,0.9,30,0.5,0,0,0,0,0,0,"Unambiguous"
3.2,336.103064980496,"C15H19N3O4S","N3O4S","CHNOS",15,19,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,337.110341432656,336.10235039534,2.11973668052072,2.12,336,335.727769295534,0.272230704466438,8,0.266666666666667,1.26666666666667,4,25.9315097575,23,0.9,32,0.6,0,0,0,0,0,0,"Unambiguous"
2.2,336.139335083551,"C16H23N3O3S","N3O3S","CHNOS",16,23,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,337.146611535711,336.13873590064,1.77721765847008,1.78,336,335.763998899068,0.236001100932128,7,0.1875,1.4375,4,25.9343086425231,23,0.9,34,0.7,0,0,0,0,0,0,"Unambiguous"
1.5,338.082010603338,"C14H17N3O5S","N3O5S","CHNOS",14,17,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,339.089287055498,338.08161495384,1.16680034839417,1.17,338,337.704505210014,0.29549478998581,8,0.357142857142857,1.21428571428571,3,26.0837608773846,23,0.9,30,0.6,0,0,0,0,0,0,"Unambiguous"
6.4,338.118670707502,"C15H21N3O4S","N3O4S","CHNOS",15,21,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,339.125947159662,338.11800045914,1.97639952758252,1.98,338,337.741124379178,0.258875620822153,7,0.266666666666667,1.4,3,26.0865597624077,23,0.9,32,0.7,0,0,0,0,0,0,"Unambiguous"
1.8,346.123415182941,"C17H21N3O3S","N3O3S","CHNOS",17,21,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,347.130691635101,346.12308583684,0.948766874847824,0.95,346,345.736930685425,0.263069314574807,9,0.176470588235294,1.23529411764706,6,26.7023355606923,24,0.9,36,0.6,0,0,0,0,0,0,"Unambiguous"
