DOMSource,abundance,exp_mass,formula,class,group,C,H,O,N,S,P,E,S34,N15,D,Cl,Fl,Cl37,Br,Br81,I,M,NH4,POE,NOE,Z,neutral_mass,theor_mass,err_ppm,AE_ppm,NM,KM,KMD,DBE,O_C,H_C,DBEO,max_LA,actual_LA,rule_13,max_H,H_test,C13_mass,C13_abund,C13_mass2,C13_abund2,S34_mass,S34_abund,tag,fileName
CHLOR,13.7,301.18092960721,C19H26O3,O3,CHO,19,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,302.18820605937,301.18091824414,0.0376026259754581,0.04,301,300.844628290585,0.155371709414737,7,0.157894736842105,1.36842105263158,4,23.2452457458692,22,0.9,40,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,9.8,299.165403557363,C19H24O3,O3,CHO,19,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300.172680009523,299.16526818034,0.450997150921158,0.45,299,298.831352795132,0.16864720486825,8,0.157894736842105,1.26315789473684,5,23.0901957409615,22,1,40,0.6,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,47.5,294.182697175865,C15H25N3O3,N3O3,CHNO,15,25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,295.189973628025,294.18231523444,1.29388346236236,1.29,294,293.854210148092,0.14578985190758,5,0.2,1.66666666666667,2,22.7068916682,21,0.9,32,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.5,289.217150850783,C19H30O2,O2,CHO,19,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,290.224427302943,289.21730374944,-0.526829040452099,0.53,289,288.894208396397,0.10579160360254,5,0.105263157894737,1.57894736842105,3,22.3249677078154,21,0.9,40,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,6.6,287.128533984099,C17H20O4,O4,CHO,17,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,288.135810436259,287.12888267504,-1.2101617662589,1.21,287,286.807923697965,0.192076302035048,8,0.235294117647059,1.17647058823529,4,22.1643199328615,21,0.9,36,0.6,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,4.8,273.186098145959,C18H26O2,O2,CHO,18,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274.193374598119,273.18600362184,0.34473524257324,0.34,273,272.881056108238,0.118943891761546,6,0.111111111111111,1.44444444444444,4,21.0917907749231,20,0.9,38,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,8.9,273.14987802688,C17H22O3,O3,CHO,17,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274.15715447904,273.14961811654,0.948034130597848,0.95,273,272.844876432867,0.155123567132875,7,0.176470588235294,1.29411764705882,4,21.0889918899,20,0.9,36,0.6,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,11.8,273.11351790734,C16H18O4,O4,CHO,16,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274.1207943595,273.11323261124,1.04076781265324,1.04,273,272.808556913361,0.191443086638628,8,0.25,1.125,4,21.0861930048769,20,0.9,34,0.5,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.7,271.097721280064,C16H16O4,O4,CHO,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,272.104997732224,271.09758254744,0.509849598481845,0.51,271,270.795011142608,0.204988857392038,9,0.25,1,5,20.9311429999692,20,1,34,0.5,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,173.5,266.151375018106,C13H21N3O3,N3O3,CHNO,13,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,267.158651470266,266.15101510684,1.34718177241888,1.35,266,265.854188015074,0.145811984925501,5,0.230769230769231,1.61538461538462,2,20.5506378122308,19,0.9,28,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.8,243.102743612255,C15H16O3,O3,CHO,15,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,244.110020064415,243.10266792514,0.310053288839883,0.31,243,242.831292916958,0.168707083041909,8,0.2,1.06666666666667,5,18.7776880290231,18,1,32,0.5,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.6,192.102992389466,C11H15NO2,NO2,CHNO,11,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193.110268841626,192.10300227834,-0.0512084339375622,0.05,192,191.888488471995,0.111511528004939,5,0.181818181818182,1.36363636363636,3,14.8546368254231,14,0.9,24,0.6,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3,691.376186384792,C30H60O17,O17,CHO,30,60,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,692.383462836952,691.37577404094,0.595542605729163,0.6,691,690.604189558606,0.395810441393564,1,0.566666666666667,2,-16,53.2602346533154,47,0.9,62,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.5,634.531983888571,C41H69N3O2,N3O2,CHNO,41,69,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,635.539260340731,634.53170201574,0.443517574308311,0.44,634,633.823459806716,0.176540193284382,9,0.0487804878048781,1.68292682926829,7,48.8876137283,46,0.9,84,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,5,628.36796626796,C27H55N3O13,N3O13,CHNO,27,55,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,629.37524272012,628.36621241444,2.78665794468327,2.79,628,627.666324983247,0.333675016753205,2,0.481481481481481,2.03703703703704,-11,48.4133452974308,43,0.9,56,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.5,624.37142484335,C28H55N3O12,N3O12,CHNO,28,55,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,625.37870129551,624.37129779214,0.203158837077182,0.2,624,623.674246132494,0.325753867505568,3,0.428571428571429,1.96428571428571,-9,48.1060441726385,43,0.9,58,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.5,617.317104677698,C30H50O13,O13,CHO,30,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,618.324381129858,617.31786523274,-1.23002596190022,1.23,617,616.62780288376,0.37219711623959,6,0.433333333333333,1.66666666666667,-7,47.5634724373,43,0.9,62,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,616.309071796111,C28H47N3O12,N3O12,CHNO,28,47,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,617.316348248271,616.30869753694,0.606268037636455,0.61,616,615.620895580694,0.379104419305918,7,0.428571428571429,1.67857142857143,-5,47.4858441530077,43,0.9,58,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,616.261481660069,C28H43NO14,NO14,CHNO,28,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,617.268758112229,616.26107863914,0.652909974053407,0.65,616,615.573358584223,0.426641415777226,8,0.5,1.53571428571429,-6,47.4821811608692,43,0.9,58,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,615.156198500479,C26H32O17,O17,CHO,26,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,616.163474952639,615.15667314774,-0.770326836600911,0.77,615,614.469309593684,0.530690406316353,11,0.653846153846154,1.23076923076923,-6,47.3972268923,43,0.9,54,0.6,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.1,614.351736200824,C26H53N3O13,N3O13,CHNO,26,53,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,615.359012652984,614.35056235064,1.90758591293072,1.91,614,613.665745563819,0.334254436181368,2,0.5,2.03846153846154,-11,47.3352183694462,42,0.9,54,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,611.505238063755,C40H68O4,O4,CHO,40,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,612.512514515915,611.50448420624,1.23076263292438,1.23,611,610.822425851999,0.177574148000872,7,0.1,1.7,3,47.1162892814154,44,0.9,82,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.5,610.273384542349,C26H45NO15,NO15,CHNO,26,45,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,611.280660994509,610.27164332524,2.84847406424167,2.85,610,609.59194782924,0.40805217076047,5,0.576923076923077,1.73076923076923,-10,47.0214553674923,42,0.9,54,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,607.334656141628,C29H52O13,O13,CHO,29,52,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608.341932593788,607.33351529654,1.87533527918811,1.88,607,606.656500838904,0.343499161095565,4,0.448275862068966,1.79310344827586,-9,46.7954455191308,42,0.9,60,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.5,603.573175388968,C40H76O3,O3,CHO,40,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,604.580451841128,603.57216983914,1.6632192202833,1.66,603,602.899220189256,0.100779810743916,3,0.075,1.9,0,46.5061112531769,43,0.9,82,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2,601.271158808367,C25H46O16,O16,CHO,25,46,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,602.278435260527,601.27130897204,-0.24932599951266,0.25,601,600.599774060935,0.400225939065308,3,0.64,1.84,-13,46.3291219557077,41,0.9,52,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2,599.306753192869,C30H48O12,O12,CHO,30,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,600.314029645029,599.30730054664,-0.911779075042569,0.91,599,598.637561918296,0.362438081703658,7,0.4,1.6,-5,46.1780443845231,42,0.9,62,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.6,598.356970477797,C26H53N3O12,N3O12,CHNO,26,53,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,599.364246929957,598.35564772834,2.20692085697048,2.21,598,597.688839739089,0.311160260910924,2,0.461538461538462,2.03846153846154,-10,46.1048403215769,41,0.9,54,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.9,596.210874342915,C26H35N3O13,N3O13,CHNO,26,35,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,597.218150795075,596.20971177644,1.94663620513985,1.95,596,595.545139954323,0.454860045677037,11,0.5,1.34615384615385,-2,45.9397683252769,42,0.9,54,0.6,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.2,594.278458818865,C26H45NO14,NO14,CHNO,26,45,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,595.285735271025,594.27672870294,2.90636214208576,2.91,594,593.61488218271,0.385117817289597,5,0.538461538461538,1.73076923076923,-9,45.7910773196231,41,0.9,54,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,593.281395968637,C27H46O14,O14,CHO,27,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,594.288672420797,593.28147972744,-0.140939592611516,0.14,593,592.618932661768,0.381067338231787,5,0.518518518518518,1.7037037037037,-9,45.7145197061231,41,0.9,56,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.8,592.261793053975,C26H43NO14,NO14,CHNO,26,43,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,593.269069506135,592.26107863914,1.20420037314442,1.2,592,591.60046824483,0.399531755170415,6,0.538461538461538,1.65384615384615,-8,45.6360273147154,41,0.9,54,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.6,585.240662983202,C24H42O16,O16,CHO,24,42,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,586.247939435362,585.24000884444,1.11580564731213,1.12,585,584.587178030617,0.412821969382662,4,0.666666666666667,1.75,-12,45.0959450228154,40,0.9,50,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.4,580.245668704389,C21H43NO17,NO17,CHNO,21,43,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,581.252945156549,580.24582250604,-0.264603649618908,0.26,580,579.59776120704,0.40223879296002,1,0.80952380952381,2.04761904761905,-16,44.7117768429385,39,0.9,44,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.7,577.287280247468,C27H46O13,O13,CHO,27,46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,578.294556699628,577.28656510514,1.23664025504856,1.24,577,576.642676113099,0.357323886901213,5,0.481481481481481,1.7037037037037,-8,44.4841416582538,40,0.9,56,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.8,576.303817436117,C27H47NO12,NO12,CHNO,27,47,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,577.311093888277,576.30254952214,2.19624045145615,2.2,576,575.660311445109,0.339688554890813,5,0.444444444444444,1.74074074074074,-7,44.4084481518692,40,0.9,56,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.5,576.26651732948994,C26H43NO13,NO13,CHNO,26,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,577.27379378165,576.26616401684,0.612036531603532,0.61,576,575.623052988114,0.376947011885591,6,0.5,1.65384615384615,-7,44.4056492668461,40,0.9,54,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.1,574.309391734804,C24H49NO14,NO14,CHNO,24,49,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,575.316668186964,574.30802883054,2.36896363182019,2.37,574,573.668112737351,0.331887262649275,1,0.583333333333333,2.04166666666667,-13,44.2550234832846,39,0.9,50,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.9,574.262411600505,C25H41N3O12,N3O12,CHNO,25,41,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,575.269688052665,574.26174734554,1.15468445274762,1.15,574,573.62118506149,0.378814938510232,7,0.48,1.64,-5,44.2514633690538,40,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,4.6,572.330396077598,C25H51NO13,NO13,CHNO,25,51,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,573.337672529758,572.32876427204,2.84615094490099,2.85,572,571.691326844376,0.308673155624092,1,0.52,2.04,-12,44.1027723634,39,0.9,52,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.5,566.246738686707,C24H41NO14,NO14,CHNO,24,41,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,567.254015138867,566.24542857534,2.3095673764095,2.31,566,565.614462519677,0.385537480323478,5,0.583333333333333,1.70833333333333,-9,43.6348234636538,39,0.9,50,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.7,565.213575733283,C24H38O15,O15,CHO,24,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,566.220852185443,565.21379409454,-0.38564679596285,0.39,565,564.582453205235,0.417546794764689,6,0.625,1.58333333333333,-9,43.5554669651308,39,0.9,50,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,19,564.30298313024,C26H47NO12,NO12,CHNO,26,47,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565.3102595824,564.30254952214,0.76702676650472,0.77,564,563.67287737802906,0.327122621971398,4,0.461538461538462,1.80769230769231,-8,43.4853712287923,39,0.9,54,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,9.8,564.267633029188,C25H43NO13,NO13,CHNO,25,43,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565.274909481348,564.26616401684,2.59875738914213,2.6,564,563.637566749215,0.362433250785443,5,0.52,1.72,-8,43.4825723437692,39,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.8,564.242462957236,C23H39N3O13,N3O13,CHNO,23,39,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,565.249739409396,564.24101190404,2.56710104368158,2.57,564,563.61242478239,0.387575217610106,6,0.565217391304348,1.69565217391304,-7,43.4806375658615,39,0.9,48,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.7,563.244830105378,C24H40N2O13,N2O13,CHNO,24,40,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,564.252106557538,563.24576292854,-1.65320279852346,1.65,563,562.615905896287,0.384094103712869,6,0.541666666666667,1.66666666666667,-7,43.4040799523615,39,0.9,50,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.7,560.294031670154,C23H47NO14,NO14,CHNO,23,47,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,561.301308122314,560.29237876674,2.9447702869714,2.94,560,559.668402348957,0.331597651043126,1,0.608695652173913,2.04347826086957,-13,43.1768965553,38,0.9,48,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,5.1,558.278285907894,C23H45NO14,NO14,CHNO,23,45,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,559.285562360054,558.27672870294,2.78427525961324,2.78,558,557.654907386423,0.345092613576981,2,0.608695652173913,1.95652173913043,-12,43.0218465503923,38,0.9,48,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.2,556.335510354229,C25H51NO12,NO12,CHNO,25,51,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,557.342786806389,556.33384964974,2.97968239338471,2.98,556,555.714301153297,0.285698846703212,1,0.48,2.04,-11,42.8723943155308,38,0.9,52,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.2,556.240700083202,C26H39NO12,NO12,CHNO,26,39,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,557.247976535362,556.23994926694,1.34736471660675,1.35,556,555.619596748265,0.380403251734606,8,0.461538461538462,1.5,-4,42.8651712091615,39,0.9,54,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.6,555.228607190009,C23H40O15,O15,CHO,23,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,556.235883642169,555.22944415834,-1.50470035475047,1.5,555,554.608633967038,0.391366032961741,4,0.652173913043478,1.73913043478261,-11,42.7874400469615,38,0.9,48,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.2,554.259904420851,C27H41NO11,NO11,CHNO,27,41,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,555.267180873011,554.26068470844,-1.40524708763645,1.41,554,553.641012860047,0.358987139953115,8,0.407407407407407,1.51851851851852,-3,42.7129200892769,39,0.9,56,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.7,551.271645878543,C25H44O13,O13,CHO,25,44,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,552.278922330703,551.27091504134,1.32331177785598,1.32,551,550.656091033923,0.343908966077493,4,0.52,1.76,-9,42.4829378071923,38,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,3.4,549.25606011674,C25H42O13,O13,CHO,25,42,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,550.2633365689,549.25526497754,1.44501577228031,1.45,549,548.642755893188,0.357244106811891,5,0.52,1.68,-8,42.3278878022846,38,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.1,549.088139636719,C24H22O15,O15,CHO,24,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,550.095416088879,549.08859358414,-0.825215786467223,0.83,549,548.475022914675,0.524977085325418,14,0.625,0.916666666666667,-1,42.3150669258692,39,0.9,50,0.4,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,14.4,548.272887306218,C25H43NO12,NO12,CHNO,25,43,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,549.280163758378,548.27124939454,2.98192395507431,2.98,548,547.66068090221,0.33931909779028,5,0.48,1.72,-7,42.2521942959,38,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,4,546.267941574832,C24H41N3O11,N3O11,CHNO,24,41,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,547.275218026992,546.26683272324,2.02613156094277,2.03,546,545.657973911138,0.342026088861758,6,0.458333333333333,1.70833333333333,-5,42.0980083981077,38,0.9,50,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,14.8,544.299015946413,C23H47NO13,NO13,CHNO,23,47,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,545.306292398573,544.29746414444,2.84574374909797,2.85,544,543.691246802666,0.30875319733434,1,0.565217391304348,2.04347826086957,-12,41.9465185074308,37,0.9,48,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,5.8,542.283280184182,C23H45NO13,NO13,CHNO,23,45,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543.290556636342,542.28181408064,2.69856253510607,2.7,542,541.677761828994,0.322238171005665,2,0.565217391304348,1.95652173913043,-11,41.7914685025231,37,0.9,48,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.4,542.095209646559,C13H25N3O20,N3O20,CHNO,13,25,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,543.102486098719,542.09586381354,-1.20450006762828,1.2,542,541.489901292614,0.510098707386305,3,1.53846153846154,1.92307692307692,-17,41.7771646358231,36,0.9,28,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.3,540.244654356516,C26H39NO11,NO11,CHNO,26,39,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,541.251930808676,540.24503464464,-0.702608345402715,0.7,540,539.64141234914,0.358587650859704,8,0.423076923076923,1.5,-3,41.6347931612923,38,0.9,54,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,7.7,538.251978660205,C23H41NO13,NO13,CHNO,23,41,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,539.259255112365,538.25051395304,2.71614654967773,2.72,538,537.650961692313,0.349038307686783,4,0.565217391304348,1.78260869565217,-9,41.4813684927077,37,0.9,48,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,7.7,535.276970155773,C25H44O12,O12,CHO,25,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536.284246607933,535.27600041904,1.80825138819447,1.81,535,534.679275108955,0.320724891044847,4,0.48,1.76,-8,41.2525597593231,37,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.2,535.240910052691,C24H40O13,O13,CHO,24,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,536.248186504851,535.23961491374,2.41518569876704,2.42,535,534.643255270906,0.356744729093975,5,0.541666666666667,1.66666666666667,-8,41.2497608743,37,0.9,50,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,5.2,534.293357343994,C25H45NO11,NO11,CHNO,25,45,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,535.300633796154,534.29198483604,2.56399463632451,2.56,534,533.696760608028,0.303239391971601,4,0.44,1.8,-7,41.1768662529385,37,0.9,52,0.9,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,1.5,531.245138630282,C25H40O12,O12,CHO,25,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,532.252415082442,531.24470029144,0.823554443473796,0.82,531,530.651945562563,0.348054437436645,6,0.48,1.6,-6,40.9424597495077,37,0.9,52,0.8,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,16.6,530.283085880134,C22H45NO13,NO13,CHNO,22,45,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,531.290362332294,530.28181408064,2.39379364734697,2.39,530,529.690967049111,0.309032950888536,1,0.590909090909091,2.04545454545455,-12,40.8683915794461,36,0.9,46,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.2,529.228702866049,C25H38O12,O12,CHO,25,38,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,530.235979318209,529.22905022764,-0.655107545004405,0.66,529,528.637761368519,0.362238631480523,7,0.48,1.52,-5,40.7874097446,37,0.9,52,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,5.5,528.278880150863,C21H43N3O12,N3O12,CHNO,21,43,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,529.286156603023,528.27739740934,2.80139864698849,2.8,528,527.688999233862,0.311000766137795,2,0.571428571428571,2.04761904761905,-10,40.7142056816538,36,0.9,44,1,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
CHLOR,2.1,526.230694295869,C25H37NO11,NO11,CHNO,25,37,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527.237970748029,526.22938458084,2.48410604284298,2.48,526,525.643100401492,0.356899598508335,8,0.44,1.48,-3,40.5566662333077,37,0.9,52,0.7,0,0,0,0,0,0,Unambiguous,CHLOR Control_100-800_Assigned.csv
